p,T_forward_s,T_ad_s,T_fd_s,T_ratio,T_fd_over_ad,ad_wins,gpp_target
1,0.025776367634534836,0.1055392175912857,0.041007500141859055,4.09441776621333,0.3885522470013556,False,30.91875794327906
2,0.022630678489804268,0.09905935265123844,0.08123144879937172,4.377215322813559,0.8200280602010996,False,30.91875794327906
3,0.022215552628040314,0.10441760532557964,0.11972993426024914,4.700202919723207,1.1466450881240269,True,30.91875794327906
5,0.024603920057415962,0.10550971701741219,0.23295426182448864,4.28832953330988,2.2078939116673433,True,30.91875794327906
